Descrição;Classificação;Origem / Destino;CFOP_ID;CFOP Descrição
Devolução de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo;Classificam-se neste código as devoluções de entradas decorrentes de fornecimento de produtos ou mercadorias por estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujo fornecimento tenha sido classificado no código 1.159 / 2.159 – Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo.;Origem / Destino Dentro Estado;5216;5.216 - Devolução de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo
Venda de energia elétrica para distribuição ou comercialização;Classificam-se neste código as vendas de energia elétrica destinada à distribuição ou comercialização. Também serão classificadas neste código as vendas de energia elétrica destinada a cooperativas para distribuição aos seus cooperados.;Origem / Destino Dentro Estado;5251;5.251 - Venda de energia elétrica para distribuição ou comercialização
Venda de energia elétrica para estabelecimento industrial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento industrial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento industrial de cooperativa.;Origem / Destino Dentro Estado;5252;5.252 - Venda de energia elétrica para estabelecimento industrial
Venda de energia elétrica para estabelecimento comercial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento comercial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento comercial de cooperativa.;Origem / Destino Dentro Estado;5253;5.253 - Venda de energia elétrica para estabelecimento comercial
Venda de energia elétrica para estabelecimento prestador de serviço de transporte;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de transporte.;Origem / Destino Dentro Estado;5254;5.254 - Venda de energia elétrica para estabelecimento prestador de serviço de transporte
Venda de energia elétrica para estabelecimento prestador de serviço de comunicação;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de comunicação.;Origem / Destino Dentro Estado;5255;5.255 - Venda de energia elétrica para estabelecimento prestador de serviço de comunicação
Venda de energia elétrica para estabelecimento de produtor rural;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de produtor rural.;Origem / Destino Dentro Estado;5256;5.256 - Venda de energia elétrica para estabelecimento de produtor rural
Venda de energia elétrica para consumo por demanda contratada;Classificam-se neste código as vendas de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.;Origem / Destino Dentro Estado;5257;5.257 - Venda de energia elétrica para consumo por demanda contratada
Venda de energia elétrica a não contribuinte;Classificam-se neste código as vendas de energia elétrica a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;Origem / Destino Dentro Estado;5258;5.258 - Venda de energia elétrica a não contribuinte
Prestação de serviço de comunicação para execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.;Origem / Destino Dentro Estado;5301;5.301 - Prestação de serviço de comunicação para execução de serviço da mesma natureza
Prestação de serviço de comunicação a estabelecimento industrial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento industrial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento industrial de cooperativa.;Origem / Destino Dentro Estado;5302;5.302 - Prestação de serviço de comunicação a estabelecimento industrial
Prestação de serviço de comunicação a estabelecimento comercial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento comercial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento comercial de cooperativa.;Origem / Destino Dentro Estado;5303;5.303 - Prestação de serviço de comunicação a estabelecimento comercial
Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento prestador de serviço de transporte.;Origem / Destino Dentro Estado;5304;5.304 - Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte
Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.;Origem / Destino Dentro Estado;5305;5.305 - Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica
Prestação de serviço de comunicação a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de produtor rural.;Origem / Destino Dentro Estado;5306;5.306 - Prestação de serviço de comunicação a estabelecimento de produtor rural
Prestação de serviço de comunicação a não contribuinte;Classificam-se neste código as prestações de serviços de comunicação a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;Origem / Destino Dentro Estado;5307;5.307 - Prestação de serviço de comunicação a não contribuinte
Prestação de serviço de transporte para execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de transporte destinados às prestações de serviços da mesma natureza.;Origem / Destino Dentro Estado;5351;5.351 - Prestação de serviço de transporte para execução de serviço da mesma natureza
Prestação de serviço de transporte a estabelecimento industrial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento industrial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento industrial de cooperativa.;Origem / Destino Dentro Estado;5352;5.352 - Prestação de serviço de transporte a estabelecimento industrial
Prestação de serviço de transporte a estabelecimento comercial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento comercial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento comercial de cooperativa.;Origem / Destino Dentro Estado;5353;5.353 - Prestação de serviço de transporte a estabelecimento comercial
Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação;Classificam-se neste código as prestações de serviços de transporte a estabelecimento prestador de serviços de comunicação.;Origem / Destino Dentro Estado;5354;5.354 - Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação
Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica.;Origem / Destino Dentro Estado;5355;5.355 - Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica
Prestação de serviço de transporte a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de produtor rural.;Origem / Destino Dentro Estado;5356;5.356 - Prestação de serviço de transporte a estabelecimento de produtor rural
Prestação de serviço de transporte a não contribuinte;Classificam-se neste código as prestações de serviços de transporte a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;Origem / Destino Dentro Estado;5357;5.357 - Prestação de serviço de transporte a não contribuinte
Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando a mercadoria transportada esteja dispensada de emissão de NF;Classificam-se neste código as prestações de serviços de transporte a contribuinte ao qual tenha sido atribuída a condição de substituto tributário do imposto sobre a prestação dos serviços.;Origem / Destino Dentro Estado;5359;5.359 - Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando a mercadoria transportada esteja dispensada de emissão de NF
